Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
methanol-injection-c7-corvette,Methanol Injection C7 Corvette,"<p>Alkycontrol Methanol Injection kit for the C7 Corvette platform. This is the best kit on the market for the C7. Plenty of reading and feedback at www.corvetteforum.com. Features Custom made braided hoses, fittings, wiring, instructions etc. Modified Pump 250+ PSI, protective cover to keep water from intruding into motor, custom built. Progressive controller preset for the C7 based platform. Custom Relay to transfer power from Fuse box to controller eliminating any interference from the system and vehicle electronics. GM Delco 2 bar MAP sensor with regulator to read boost and supply signal to controller, or MAF converter option for the Z06/PD blower applications. 3 teflon lined braided hoses with pressed on ends custom length. Hose feature AN fittings. Meaning a wrench is needed to install and secure hoses. No push-in deal. This is a complete kit. Down to the custom tank fitting and grommet for the reservoir, cap for reservoir, plug for ww pump, stainless.</p>",Alkycontrol,Meth Kit,"meth kit, Methanol Injection C7 Corvette",TRUE,Title,Default Title,,,,,,9072,,1,deny,manual,689,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Methanol_Injection_C7_Corvette.png?v=1548460453,1,Alkycontrol Meth Kit,FALSE,,"Alkycontrol Methanol Injection kit for the C7 Corvette platform. This is the best kit on the market for the C7. Plenty of reading and feedback at www.corvetteforum.com. Features Custom made braided hoses, fittings, wiring, instructions etc. Modified Pump 250+ PSI, protective cover to keep water from intruding into motor, custom built. Progressive controller preset for the C7 based platform. Custom Relay to transfer power from Fuse box to controller eliminating any interference from the system and vehicle electronics. GM Delco 2 bar MAP sensor with regulator to read boost and supply signal to controller, or MAF converter option for the Z06/PD blower applications. 3 teflon lined braided hoses with pressed on ends custom length. Hose feature AN fittings. Meaning a wrench is needed to install and secure hoses. No push-in deal. This is a complete kit. Down to the custom tank fitting and grommet for the reservoir, cap for reservoir, plug for ww pump, stainless.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Fuel Injection Cleaning Kits",Unisex,Adult,,"Methanol Injection C7 Corvette, meth kit, Alkycontrol Meth Kit","Methanol Injection C7 Corvette, meth kit, Alkycontrol Meth Kit",,FALSE,,,,,,,lb,,
methanol-injection-c5-corvette,Methanol Injection C5 Corvette,"<p>Alkycontrol Methanol Injection kit for the C5 Corvette platform. This is the best kit on the market for the C5. Plenty of reading and feedback at www.corvetteforum.com. Features Custom made hoses, fittings, wiring, instructions etc. Modified Pump 250+ PSI on M15 and water with cover to prevent any water from intruding into pump. Progressive controller preset for the C5 LS based platform. GM Delco 2 bar MAP sensor with regulator to read boost and supply signal to controller. Same sensor can be utilized for SD conversions. 3 teflon lined braided hoses with pressed on ends custom length. Hose feature AN fittings. Meaning a wrench is needed to install and secure hoses. No push-in deal. This is a complete kit. Down to the OEM grommets that are replaced on the reservoir, cap for reservoir, plug for tank, stainless steel hardware to mount pump, vehicle specific instructions, etc.</p>",Alkycontrol,Meth Kit,"meth kit, Methanol Injection C5 Corvette",TRUE,Title,Default Title,,,,,,9072,,1,deny,manual,639,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Methanol_Injection_C5_Corvette.png?v=1548460451,1,Alkycontrol Meth Kit,FALSE,,"Alkycontrol Methanol Injection kit for the C5 Corvette platform. This is the best kit on the market for the C5. Plenty of reading and feedback at www.corvetteforum.com. Features Custom made hoses, fittings, wiring, instructions etc. Modified Pump 250+ PSI on M15 and water with cover to prevent any water from intruding into pump. Progressive controller preset for the C5 LS based platform. GM Delco 2 bar MAP sensor with regulator to read boost and supply signal to controller. Same sensor can be utilized for SD conversions. 3 teflon lined braided hoses with pressed on ends custom length. Hose feature AN fittings. Meaning a wrench is needed to install and secure hoses. No push-in deal. This is a complete kit. Down to the OEM grommets that are replaced on the reservoir, cap for reservoir, plug for tank, stainless steel hardware to mount pump, vehicle specific instructions, etc.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Fuel Injection Cleaning Kits",Unisex,Adult,,"Methanol Injection C5 Corvette, meth kit, Alkycontrol Meth Kit ","Methanol Injection C5 Corvette, meth kit, Alkycontrol Meth Kit ",,FALSE,,,,,,,lb,,
methanol-injection-2010-camaro,Methanol Injection 2010 Camaro,"<p>Alkycontrol Methanol Injection kit for the 2010 Camaro. This is the best kit on the market for the Camaro. Plenty of reading and feedback at www.corvetteforum.com, www.ls1tech.com, and www.turbobuick.com. Features Custom made hoses, fittings, wiring, instructions etc. Modified Pump 250+ PSI on M15 and water with cover to prevent any water from intruding into pump. Progressive controller preset for the Camaro LS based platform. Can use 100% methanol and/or any mix thereof with water. Custom Relay to transfer power from Fuse box to controller eliminating any interference from the system and vehicle electronics. GM Delco 2 bar MAP sensor with regulator to read boost and supply signal to controller. Same sensor can be utilized for SD conversions. 3 teflon lined braided hoses with pressed on ends custom length. Hose feature AN fittings. Meaning a wrench is needed to install and secure hoses. No push-in deal. Includes a 3 qt reservoir with a built.</p>",Alkycontrol,Meth Kit,"5th Generation Camaro, meth kit, Methanol Injection 2010 Camaro",TRUE,Title,Default Title,,,,,,9072,,1,deny,manual,679,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Methanol_Injection_2010_Camaro.png?v=1548460448,1,Alkycontrol Meth Kit,FALSE,,"Alkycontrol Methanol Injection kit for the 2010 Camaro. This is the best kit on the market for the Camaro. Plenty of reading and feedback at www.corvetteforum.com, www.ls1tech.com, and www.turbobuick.com. Features Custom made hoses, fittings, wiring, instructions etc. Modified Pump 250+ PSI on M15 and water with cover to prevent any water from intruding into pump. Progressive controller preset for the Camaro LS based platform. Can use 100% methanol and/or any mix thereof with water. Custom Relay to transfer power from Fuse box to controller eliminating any interference from the system and vehicle electronics. GM Delco 2 bar MAP sensor with regulator to read boost and supply signal to controller. Same sensor can be utilized for SD conversions. 3 teflon lined braided hoses with pressed on ends custom length. Hose feature AN fittings. Meaning a wrench is needed to install and secure hoses. No push-in deal. Includes a 3 qt reservoir with a built.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Fuel Injection Cleaning Kits",Unisex,Adult,,"Methanol Injection 2010 Camaro, meth kit, Alkycontrol Meth Kit","Methanol Injection 2010 Camaro, meth kit, Alkycontrol Meth Kit",,FALSE,,,,,,,lb,,
methanol-injection-c6-corvette,Methanol Injection C6 Corvette,"<p>Alkycontrol Methanol Injection kit for the C6 Corvette platform. This is the best kit on the market for the C6. Plenty of reading and feedback at www.corvetteforum.com. Features Custom made hoses, fittings, wiring, instructions etc. Modified Pump 250+ PSI, protective cover to keep water from intruding into motor, custom built. Progressive controller preset for the C6 LS based platform. Custom Relay to transfer power from Fuse box to controller eliminating any interference from the system and vehicle electronics. GM Delco 2 bar MAP sensor with regulator to read boost and supply signal to controller. Same sensor can be utilized for SD conversions. 3 teflon lined braided hoses with pressed on ends custom length. Hose feature AN fittings. Meaning a wrench is needed to install and secure hoses. No push-in deal. This is a complete kit. Down to the custom tank fitting and grommet for the reservoir, cap for reservoir, plug for ww pump, stainless.</p>",Alkycontrol,Meth Kit,"Chevy corvette C6ZO6/ZR1 2006-13, meth kit, Methanol Injection C6 Corvette",TRUE,Title,Default Title,,,,,,9072,,1,deny,manual,639,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Methanol_Injection_C6_Corvette.png?v=1548460445,1,Alkycontrol Meth Kit,FALSE,,"Alkycontrol Methanol Injection kit for the C6 Corvette platform. This is the best kit on the market for the C6. Plenty of reading and feedback at www.corvetteforum.com. Features Custom made hoses, fittings, wiring, instructions etc. Modified Pump 250+ PSI, protective cover to keep water from intruding into motor, custom built. Progressive controller preset for the C6 LS based platform. Custom Relay to transfer power from Fuse box to controller eliminating any interference from the system and vehicle electronics. GM Delco 2 bar MAP sensor with regulator to read boost and supply signal to controller. Same sensor can be utilized for SD conversions. 3 teflon lined braided hoses with pressed on ends custom length. Hose feature AN fittings. Meaning a wrench is needed to install and secure hoses. No push-in deal. This is a complete kit. Down to the custom tank fitting and grommet for the reservoir, cap for reservoir, plug for ww pump, stainless.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Fuel Injection Cleaning Kits",Unisex,Adult,,"Methanol Injection C6 Corvette, meth kit, Alkycontrol Meth Kit","Methanol Injection C6 Corvette, meth kit, Alkycontrol Meth Kit",,FALSE,,,,,,,lb,,
dominator-5w-20-racing-oil,DOMINATOR 5W-20 Racing Oil,"<p>Provides superior performance and maximum protection in high-performance and racing applications. DOMINATOR is engineered from advanced synthetic technology to better withstand the elevated rpm, high temperatures and shock-loading common to racing applications</p>",AMSOIL,Racing Oil,"DOMINATOR 5W-20 Racing oil, Racing Oil, Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,0,deny,manual,14.25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Dominator_5w-20_Racing_Oil_ba1c8081-ffa4-47f6-998e-7395a39fd30e.jpg?v=1548218367,1,AMSOIL Racing Oil,FALSE,,"Provides superior performance and maximum protection in high-performance and racing applications. DOMINATOR is engineered from advanced synthetic technology to better withstand the elevated rpm, high temperatures and shock-loading common to racing applications.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"DOMINATOR 5W-20 Racing oil, Racing Oil, Amsoil","DOMINATOR 5W-20 Racing oil, Racing Oil, Amsoil",,FALSE,,,,,,,lb,,
dominator-10w-30-racing-oil,DOMINATOR 10W-30 Racing Oil,"<p>Provides superior performance and maximum protection in high-performance and racing applications. DOMINATOR is engineered from advanced synthetic technology to better withstand the elevated rpm, high temperatures and shock-loading common to racing applications.</p>",AMSOIL,Racing Oil,"DOMINATOR 10W-30 Racing Oil, Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,1,deny,manual,14.25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Dominator_10w-30_Racing_Oil_860e6807-d994-458d-a19a-7307bd1a18ef.jpg?v=1548218366,1,AMSOIL Racing Oil,FALSE,,"Provides superior performance and maximum protection in high-performance and racing applications. DOMINATOR is engineered from advanced synthetic technology to better withstand the elevated rpm, high temperatures and shock-loading common to racing applications.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"DOMINATOR 10W-30 Racing Oil, Racing Oil, Amsoil ","DOMINATOR 10W-30 Racing Oil, Racing Oil, Amsoil ",,FALSE,,,,,,,lb,,
dominator-15w-50-racing-oil,DOMINATOR 15W-50 Racing Oil,"<p>Provides superior performance and maximum protection in high-performance and racing applications. DOMINATOR is engineered from advanced synthetic technology to better withstand the elevated rpm, high temperatures and shock-loading common to racing applications.</p>",AMSOIL,Racing Oil,"DOMINATOR 15W-30 Racing Oil, Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,1,deny,manual,14.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Dominator_15w-50_Racing_Oil_5e91b36a-5a52-4097-b8be-58969d9bb95e.jpg?v=1548218364,1,AMSOIL Racing Oil,FALSE,,"Provides superior performance and maximum protection in high-performance and racing applications. DOMINATOR is engineered from advanced synthetic technology to better withstand the elevated rpm, high temperatures and shock-loading common to racing applications.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"DOMINATOR 15W-50 Racing Oil, Racing Oil, Amsoil","DOMINATOR 15W-50 Racing Oil, Racing Oil, Amsoil",,FALSE,,,,,,,lb,,
dominator-20w-50-competition-diesel-oil,DOMINATOR 20W-50 Competition Diesel Oil,"<p>AMSOIL  DOMINATOR 20W-50 Competition Diesel Oil is designed for professionals and enthusiasts who want a step up in diesel protection. It is specifically designed for high-horsepower diesel engines and delivers the benefits most important to diesel competitors, including robust durability, outstanding bearing protection and the ability to withstand the extreme pressures and temperatures common to diesel competition.</p>",AMSOIL,Racing Oil,"DOMINATOR 20W-50 Competition Diesel Oil, Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,1,deny,manual,12.25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Dominator_20w-50_Competition_Diesel_Oil_051b30bc-78a8-4d3c-a41f-088ea51994f6.jpg?v=1548218363,1,AMSOIL Racing Oil,FALSE,,"AMSOIL  DOMINATOR 20W-50 Competition Diesel Oil is designed for professionals and enthusiasts who want a step up in diesel protection. It is specifically designed for high-horsepower diesel engines and delivers the benefits most important to diesel competitors, including robust durability, outstanding bearing protection and the ability to withstand the extreme pressures and temperatures common to diesel competition.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"DOMINATOR 20W-50 Competition Diesel Oil, Racing OIl, Amsoil","DOMINATOR 20W-50 Competition Diesel Oil, Racing OIl, Amsoil",,FALSE,,,,,,,lb,,
dominator-sae-60-racing-oil,DOMINATOR SAE 60 Racing Oil,"<p>Provides superior performance and maximum protection in high-performance and racing applications. DOMINATOR is engineered from advanced synthetic technology to better withstand the elevated rpm, high temperatures and shock-loading common to racing applications.</p>",AMSOIL,Racing Oil,"DOMINATOR SAE 60 Racing Oil, Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,1,deny,manual,15.35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Dominator_Sae_60_Racing_2bacf416-92d0-4ea2-9d92-adff2588d396.jpg?v=1548218362,1,AMSOIL Racing Oil,FALSE,,"Provides superior performance and maximum protection in high-performance and racing applications. DOMINATOR is engineered from advanced synthetic technology to better withstand the elevated rpm, high temperatures and shock-loading common to racing applications.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"DOMINATOR SAE 60 Racing Oil, Racing Oil, Amsoil","DOMINATOR SAE 60 Racing Oil, Racing Oil, Amsoil",,FALSE,,,,,,,lb,,
dominator-synthetic-2-stroke-racing-oil,DOMINATOR Synthetic 2-Stroke Racing Oil,"<p>Racers can't win what they don't finish. That's why AMSOIL formulators built  DOMINATOR 2-Stroke Racing Oil. This complex blend of oils and additives directly addresses the heat, pressure and friction of race-engineered engines. These engines operate on the edge, yet engine reliability is critical. DOMINATOR does an outstanding job protecting high-performance engines. It adds durability that professional racing teams depend on and delivers confidence so engines can be pushed to the limit.</p>",AMSOIL,Racing Oil,"DOMINATOR Synthetic 2-Stroke Racing Oil, Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,1,deny,manual,12.7,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Dominator_Sythetic_2_Stroke_Racing_Oil_d8c37078-99f0-4cd6-a925-37abe7986bc0.jpg?v=1548218360,1,AMSOIL Racing Oil,FALSE,,"Racers can't win what they don't finish. That's why AMSOIL formulators built  DOMINATOR 2-Stroke Racing Oil. This complex blend of oils and additives directly addresses the heat, pressure and friction of race-engineered engines. These engines operate on the edge, yet engine reliability is critical. DOMINATOR does an outstanding job protecting high-performance engines. It adds durability that professional racing teams depend on and delivers confidence so engines can be pushed to the limit.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"DOMINATOR Synthetic 2-Stroke Racing Oil, Racing Oil, Amsoil","DOMINATOR Synthetic 2-Stroke Racing Oil, Racing Oil, Amsoil",,FALSE,,,,,,,lb,,
briggs-stratton-synthetic-4t-racing-oil,Briggs & Stratton Synthetic 4T Racing Oil,"<p>Synthetic 4T Racing Oil is proven in the lab and on the track to provide increased performance in kart, junior drag, quarter midget and other racing applications. It offers benefits other oils simply can't match.</p>",AMSOIL,Racing Oil,"Briggs & Stratton Synthetic 4T Racing Oil, Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,1,deny,manual,15.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Briggs_and_Stratton_Synthetic_4t_Racing_Oil_203e263d-034c-4702-a207-1e6deef27265.jpg?v=1548218361,1,AMSOIL Racing Oil,FALSE,,"Synthetic 4T Racing Oil is proven in the lab and on the track to provide increased performance in kart, junior drag, quarter midget and other racing applications. It offers benefits other oils simply can't match.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"Briggs & Stratton Sythetic 4T Racing oil, Racing Oil, Amsoil ","Briggs & Stratton Sythetic 4T Racing oil, Racing Oil, Amsoil ",,FALSE,,,,,,,lb,,
break-in-oil-sae-30,Break-In Oil (SAE 30),"<p>Formulated without friction modifiers to allow for quick and efficient piston ring seating in new and rebuilt high-performance and racing engines. Contains zinc and phosphorus anti-wear additives to protect cam lobes, lifters and rockers during the critical break-in period when wear rates are highest.</p>",AMSOIL,Racing Oil,"Break-In Oil (SAE 30), Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,1,deny,manual,9.25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Break-In_Oil_Sae30.jpg?v=1548218359,1,AMSOIL Racing Oil,FALSE,,"Formulated without friction modifiers to allow for quick and efficient piston ring seating in new and rebuilt high-performance and racing engines. Contains zinc and phosphorus anti-wear additives to protect cam lobes, lifters and rockers during the critical break-in period when wear rates are highest.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"Break-In Oil (SAE 30), Racing Oil, Amsoil","Break-In Oil (SAE 30), Racing Oil, Amsoil",,FALSE,,,,,,,lb,,
engine-assembly-lube,Engine Assembly Lube,"<p>AMSOIL Engine Assembly Lube (EAL) is formulated to cling to engine parts and provide exceptional wear protection, while inhibiting rust and corrosion in newly built or rebuilt four-stroke engines. It is designed to dissolve in oil, helping eliminate oil port clogging and deposit formation.</p>",AMSOIL,Racing Oil,"Engine Assembly Lube, Racing Oil Universal",TRUE,Title,Single Bottle,,,,,,0,,1,deny,manual,9.8,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Engine_Assembly_Lube_22761399-7d5a-4cfa-a9b9-2743b5717ee7.jpg?v=1548218358,1,AMSOIL Racing Oil,FALSE,,"AMSOIL Engine Assembly Lube (EAL) is formulated to cling to engine parts and provide exceptional wear protection, while inhibiting rust and corrosion in newly built or rebuilt four-stroke engines. It is designed to dissolve in oil, helping eliminate oil port clogging and deposit formation.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Fluids > Vehicle Motor Oil",Unisex,Adult,,"Engine Assembly Lube, Engine lube, Amsoil","Engine Assembly Lube, Engine lube, Amsoil",,FALSE,,,,,,,lb,,
pontiac-g8-gt-2008-09-exhausts,Pontiac G8 GT 2008-09 Exhausts,<p>Unleash the full potential of this highbrow performance sedan with a high-flowing stainless steel exhaust system from Stainless Works. This dual exhaust system features 3” diameter mandrel-bent tubes for maximum airflow and a huge custom-designed X-pipe to even out exhaust pressures within the system.</p>,Stainless Works,Exhaust System,"Pontiac G8, Pontiac G8 Exhaust",TRUE,Title,Default Title,,,,,,0,,1,deny,manual,1349,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Pontiac_G8_GT_2008-09_Exhausts.jpg?v=1548216035,1,Pontiac G8 Exhaust System,FALSE,,Pontiac G8 GT 2008-09 Exhaust System,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,Unisex,Adult,,"Pontiac G8, Exhaust Sytem, Stainless Works","Pontiac G8, Exhaust Sytem, Stainless Works",,FALSE,,,,,,,lb,,
chevy-corvette-c6-2009-13-2-5-axleback-exhaust,"Chevy Corvette C6 2009-13 2.5"" Axleback Exhaust","<p>2009-13 C6 Corvette axle back 2-1/2"" exhaust system, CNC mandrel bent with dual chambered turbo mufflers and Quad 4"" slash cut conical double wall polished tips. Includes all clamps and hangers. Mates to factory slip joint in front of the rear axle.</p>",Stainless Works,Exhaust System,"Chevy Corvette C6 2009-13, Chevy Corvette Exhaust, Exhaust",TRUE,Title,Default Title,,,,,,0,,1,deny,manual,1239,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Chevy_Corvette_C6_2009-13_2.5__Axleback_Exhaust.jpg?v=1548216034,1,Chevy Corvette Exhaust System,FALSE,,"2009-13 C6 Corvette axle back 2-1/2"" exhaust system, CNC mandrel bent with dual chambered turbo mufflers and Quad 4"" slash cut conical double wall polished tips. Includes all clamps and hangers. Mates to factory slip joint in front of the rear axle.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,Unisex,Adult,,"Chevy Corvette C6 2009-13, Exhaust System, Stainless Works","Chevy Corvette C6 2009-13, Exhaust System, Stainless Works",,FALSE,,,,,,,lb,,
chevy-corvette-1997-2004-exhausts,Chevy Corvette 1997-2004 Exhausts,"<p>Chevy Corvette 1997-2004 - 2.5"" and 3"" axleback systems with quad double wall polished tips. Connects up to factory style two bolt flanges in front of the rear axles.</p>",Stainless Works,Exhaust System,"C5 Chevy Corvette Exhaust, Chevy Corvette 1997-2004, Chevy Corvette Exhaust, Exhaust",TRUE,Title,Default Title,,,,,,0,,1,deny,manual,1239,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Chevy_Corvette_1997-2004_Exhausts.jpg?v=1548216024,1,Chevy Corvette Exhaust System,FALSE,,"Chevy Corvette 1997-2004 - 2.5"" and 3"" axleback systems with quad double wall polished tips. Connects up to factory style two bolt flanges in front of the rear axles.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,Unisex,Adult,,"Chevy Corvette 1997-2004, Exhaust System, Stainless Works","Chevy Corvette 1997-2004, Exhaust System, Stainless Works",,FALSE,,,,,,,lb,,
chevy-corvette-c6zo6-zr1-2006-13-exhausts,Chevy Corvette C6ZO6/ZR1 2006-13 Exhausts,"<p>3'' Stainless steel exhaust, lightweight 18 gauge 304 SS with turbo style mufflers. Easy bolt on installation that saves 20 pounds over stock and mates to factory slip joint in front of rear axle.</p>",Stainless Works,Exhaust System,"Chevy corvette C6ZO6/ZR1 2006-13, Chevy Corvette Exhaust, Exhaust",TRUE,Title,Default Title,,,,,,0,,1,deny,manual,1239,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Chevy_Corvette_C6ZO6_ZR1_2006-13_Exhausts.jpg?v=1548216021,1,Chevy Corvette Exhaust System,FALSE,,"3'' Stainless steel exhaust, lightweight 18 gauge 304 SS with turbo style mufflers, includes 4'' polished tips. Easy bolt on installation that saves 20 pounds over stock and mates to factory slip joint in front of rear axle.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,Unisex,Adult,,"Chevy Corvette C6ZO6/ZR1 2006-13, Exhaust System, Stainless Works","Chevy Corvette C6ZO6/ZR1 2006-13, Exhaust System, Stainless Works",,FALSE,,,,,,,lb,,
chevy-ss-2014-17-exhaust-3-dual-chambered-system,"Chevy SS 2014-17 Exhaust: 3"" Dual Chambered System","<p>2014-17 Chevy SS exhaust system - Get the best sound out of your Chevy SS! Our 3-inch stainless steel catback is mandrel bent (no kinks) and features an X-pipe and dual chambered-mufflers. The exhaust system exits to quad, mirror-polished tips which are slash-cut, conical construction. Includes all hangers and clamps for easy installation. Fits to factory connection point flanges behind the catalytic converters.</p>",Stainless Works,Exhaust System,"Chevy SS 2014-17, Exhaust",TRUE,Title,Default Title,,,,,,0,,1,deny,manual,1219,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/Chevy_SS_2014-17_Exhaust-_3__Dual_Chambered_System.jpg?v=1548216019,1,Chevy Corvette Exhaust System,FALSE,,"2014-17 Chevy SS exhaust system - Get the best sound out of your Chevy SS! Our 3-inch stainless steel catback is mandrel bent (no kinks) and features an X-pipe and dual chambered-mufflers. The exhaust system exits to quad, mirror-polished tips which are slash-cut, conical construction. Includes all hangers and clamps for easy installation. Fits to factory connection point flanges behind the catalytic converters.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,Unisex,Adult,,"Chevy SS 2014-17, Exhaust System, Stainless Works","Chevy SS 2014-17, Exhaust System, Stainless Works",,FALSE,,,,,,,lb,,
cadillac-cts-v-2009-15-exhaust-systems,Cadillac CTS-V 2009-15 Exhaust Systems,"<p>Improve performance, sound and mileage with our Cadillac CTS-V 2009-15 Exhaust. Made from high quality 304L stainless steel, catback includes Dual Turbo mufflers, X-Pipe and slash-cut conical double-wall tips. Choose your fit: factory connect (to factory manifolds) or performance connect (to Stainless Works CTS-V headers).</p>",Stainless Works,Exhaust System,"2009-15 Cadillac CTS-V, Cadillac Exhaust, Exhaust",TRUE,Title,Default Title,,,,,,0,,1,deny,manual,1419,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0170/4080/1856/products/2009-15_Cadillac_CTS-V_Exhaust_Systems.jpg?v=1548216016,1,Cadillac Exhaust System,FALSE,,"Improve performance, sound and mileage with our Cadillac CTS-V 2009-15 Exhaust. Made from high quality 304L stainless steel, catback includes Dual Turbo mufflers, X-Pipe and slash-cut conical double-wall tips. Choose your fit: factory connect (to factory manifolds) or performance connect (to Stainless Works CTS-V headers).",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust,Unisex,Adult,,"2009-15 Cadillac CTS-V, Exhaust System, Stainless Works","2009-15 Cadillac CTS-V, Exhaust System, Stainless Works",,FALSE,,,,,,,lb,,
